text,category
AdvertisementSupported byOpinionMr Fritsch and Mr Simpsonare the founders of the research firm Fusion GPSIndeed from New York to Florida Panama to Azerbaijan we found that Trump projects have relied heavily on foreign cash  including from wealthy individuals from Russia and elsewhere with questionable and even criminal backgrounds We saw money traveling through offshore shell companies entities often used to obscure ownership Many news organizations have since dug deeply into the Trump Organizations projects and come away with similar findingsThis reporting has not uncovered conclusive evidence that the Trump Organization or its principals knowingly abetted criminal activity And its not reasonable to expect the company to keep track of every condo buyer in a Trumpbranded building But Mr Trumps company routinely teamed up with individuals whose backgrounds should have raised red flagsIt remains unclear whether Mr Mueller will investigate these deals or already is But a comprehensive investigation could raise questions about the Trump Organizations compliance with antimoneylaundering laws and the Foreign Corrupt Practices Act which  according to the Securities and Exchange Commission and the Department of Justice  makes it a crime for a United States company to act with willful blindness toward the corrupt activities of a foreign business partnerThe Trump familys business entanglements are of more than historical significance Americans need to be sure that major foreign policy decisions are made in the national interest  not because of foreign ties forged by the presidents business venturesPeter Fritsch and Glenn R Simpson former journalists are the founders of the research firm Fusion GPSAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byOpinion ColumnistThe big airlines The hospital systems that dominate many metro areas Gigantic retailers like Walmart and Amazon And increasingly technology companies like Facebook and GoogleThe United States has an oligopoly problem  a concentration of corporate power that has been building for years but is only now starting to receive serious attention from policymakers think tanks and journalists Mea culpa Im one of the journalists who was too slow to focus on the problemAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byWASHINGTON  US Treasury officials met with about 10 industry groups on Monday to discuss the latest draft of legislation that would tighten scrutiny of foreign investment in order to limit Chinese efforts to acquire sophisticated US technology four sources familiar with the meeting saidA senior Treasury official described the meeting as uniformly positive We didnt negotiate text at the meeting so much as get everyone in the room to tell them where we are and the direction the bill would take the senior official who wasnt authorized to speak on the record said We had made a number of changes to provide clarity in the bill for industry but at the same time hold the line on national securityThe official said it remained to be seen how the House and Senate would ultimately craft the legislation which would broaden the reach of the interagency Committee on Foreign Investment in the United States CFIUSCorporate America has taken a keen interest in the bill because it would give CFIUS the power to further restrict Chinese investment in US companies It could also potentially lead the Chinese to retaliate and restrict US company access to the worlds secondlargest economyTightening the CFIUS process is one of several efforts supported by the Trump administration including tariffs on steel and aluminum to establish a more protectionist stance in an effort to tamp down Chinese imports while raising the regulatory bar on what deals get approvedAttendees include the most powerful US business lobbying group the Chamber of Commerce a source familiar with the situation saidSupporters of rewriting the CFIUS rules are now hoping to attach the legislation to the National Defense Appropriations Act NDAA legislation that is passed annually to fund US defense needs two of the sources said The NDAA has been voted into law for 55 consecutive years and will likely pass even with the midterm elections on the horizon The vehicle for passage will be determined by members of Congress the Treasury official said A draft of the bill to be discussed in the meeting seen by Reuters would eliminate a measure which some tech companies complained would force them to go to CFIUS to get approval for technology sales if they involved intellectual property licensing and supportThe draft also spells out that an investment fund can be passive and not subject to CFIUS oversight even if there are foreign investors as long as investment decisions are made by Americans and the decision on hiring those Americans is also made by AmericansInvestment funds had complained that under an older version of the bill they could be subject to CFIUS if they managed Chinese money and wanted to invest in certain companies with high end technology The draft also defines passive investment as direct or indirect but strikes a measure that says passive investors may be subject to a CFIUS review if they have access to nontechnical information Any access to technical information would remain subject to CFIUS oversightTreasury oversees CFIUS whose remit is all foreign investments into the United States including equity investmentsUnder pressure from tech companies and others the bill has already undergone a number of changes to soften its approachNegotiators in the administration on Capitol Hill and working for the investment and high tech community are on their fourth version of a bill on CFIUS The bill previously underwent at least one proposed revision that would seek to narrow its scope Reporting by Ginger Gibson and Diane Bartz Writing by Chris Sanders Editing by Nick Zieminski and Susan ThomasAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byTORONTO  Canadas stock exchange the worlds sixth largest was back in business on Monday after a hardware glitch abruptly ended trading on Friday and the exchange operator TMX Group said it was working to ensure there will be no repeat of the embarrassing market disruptionThe shutdown was only the second to hit TMX in nearly a decade but it could potentially encourage investors to explore alternative trading channels fund managers and traders saidIt was truly an unprecedented event TMX Chief Executive Lou Eccleston told Reuters in an interview on MondayWe understand exactly what happened so theres no mystery to that he said Weve got everything in place including additional monitoringEccleston did not identify the maker of the defective hardware saying only that TMX was working closely with the company to prevent anything like what happened on Friday from recurringTrading resumed on Monday at 930 am EDT 1330 GMT after the outage ended Fridays session more than an hour before the official close The benchmark Canada stock index ended down 04 percent TMX shares fell 24 percent on the dayTMX Group which operates the Toronto Stock Exchange and smaller Canadian trading platforms said in an email sent to clients over the weekend and seen by Reuters that the outage was caused by a hardware failure in a communications management component TMX had earlier ruled out a cyber attackAn outage like Fridays is very embarrassing for the TMX said Michael Sprung president of Sprung Investment Management Their focus will have to be on not succumbing to another outage in the near future that would be catastrophic reputationally and would result in a loss of market share to other exchanges he addedThe Ontario Securities Commission has declined to comment on whether it was conducting an investigation of the outage after saying on Friday that it was in contact with TMXWere in constant contact with the regulators Eccleston said They know everything that is going on They know our action steps he addedThe TSX which has been buoyed recently by higher oil prices edged up to a near sixweek high at the open on Monday as financial and industrial shares gained After a slow start trading picked up toward the end with some 202 million shares changing hands compared with average daily average volume in April of 195 million sharesI think it is acting pretty well today said Greg Taylor portfolio manager at Purpose Investments Monthends are usually the quietest day of the month because a lot of funds are precluded from trading on them he addedThe saving grace for TMX which has been vying to host Saudi Aramcos mega IPO overseas listing was that the glitch occurred on a lowvolume trading day as well as on a Friday giving the operator the weekend to resolve the issueThe longterm fix would include adjustments to the software and could be made within days to a week Eccleston said adding that client data was not breached and the outage had nothing to do with trading volume Jos Schmitt chief executive of rival operator NEO Exchange said the market went dark when the outage occurred There is a lack of realtime market data in Canada and Fridays events demonstrate this is a big problem he added referring to retail participants reliance on TMX trading dataOutages can inconvenience investors and prove expensive for the exchanges themselves Many of Canadas bluechip stocks are also traded on US stock exchanges which gives investors another option TMXs exchanges in Canada which include the Toronto Venture Exchange TSX Alpha Exchange and the Montreal Exchange account for about 61 percent of trading in Canada according to official dataCanadas last major trading outage occurred in December 2008 when a system fault linked to data feeds shut down trading for a full dayStuff happens from time to time said Matt Skipp president of SW8 Asset Management If it happened on an epic down day it would be far more concerning for professionals Reporting by John Tilak and Fergal Smith writing by Denny Thomas editing by Steve Orlofsky Tom Brown and G CrosseAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byMILAN  Activist fund Elliott sought to reassure Telecom Italia chief Amos Genish on Monday that it would work with him to set company strategy after he said his position would be untenable if Elliott succeeded in overhauling the boardElliott owns 9 percent of the former state phone monopoly and is calling on other investors to help it wrest control away from French media group Vivendi which effectively runs Telecom Italia as its top shareholder with a 24 percent stakeElliott wants to keep Genish appointed by Vivendi but he told Britains Sunday Telegraph that his position would be untenable if Elliott and its allies secured a majority of board seats at a shareholder vote on FridayGenish was quoted as saying that Vivendis directors were the only slate to support our longterm industrial planIn a statement on Monday Elliott said its principal aim was to create an independent board and that it only wanted to enhance not replace Genishs plan to turn around Telecom Italia TIM The stock has lost about a quarter of its market value since Vivendi first took a stake in mid2015There is no alternative business plan it saidElliott believes that the management team led by Mr Genish together with an independent board should evaluate whether and when to carry out strategic initiatives in the best interest of value creation for all shareholders it addedElliott and Vivendi have been trading blows for the past eight weeks with Elliott accusing Vivendi of serving only its own interests and the French media group saying the fund was looking only for shortterm financial gainsBeyond a boardroom shakeup Elliott has proposed to sell a majority stake in TIMs soontobe created network unit NetCo and merge it with local rival Open Fiber It also said TIMs Brazilian unit could be combined with a local peerTIM under Genish has said its main objective is to strengthen the firms finances and operations and reclaim an investment grade credit rating and that potential asset disposals could help to undermine that goalNew Yorkheadquartered Elliott Management Corp was founded by US billionaire Paul Singer and manages two funds with combined assets under management of about 35 billion 255 billion pounds Its push for change at Telecom Italia is being spearheaded by Londonbased affiliate Elliott Advisors UKElliott has also said it is deeply troubled by recent graft allegations involving Vivendis top investor French billionaire Vincent BolloreBollore was placed under formal investigations over allegations that his company Groupe Bollore undercharged for work on behalf of presidential candidates in two African nations in return for port contractsBollore has denied any wrongdoing Writing by Mark BendeichAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byBERLIN  German business leaders voiced disappointment on Saturday over the outcome of talks between Chancellor Angela Merkel and US President Donald Trump saying they feared he would impose tariffs on steel and aluminum importsThe United States imposed import tariffs of 25 percent on steel and 10 percent on aluminum in March but it provided a temporary exemption until May 1 for the European Union Trump will decide then whether to make the exemption permanentI regret the fact that the chancellors visit to Washington produced no palpable progress on the contentious issues between Germany and the United States said Dieter Kempf president of the BDI industry bodyMerkel and Trump aired differences over trade and NATO on Friday at a White House meeting where they tried to put on a show of warmth and friendshipDuring a joint news conference Trump lamented his countrys trade deficit with the EU Merkel said any decision on whether to exempt the bloc from tariffs permanently was now in the presidents handThe threatened tariffs remain a major burden on transatlantic relations added KempfFrench President Emmanuel Macron also pressed Trump on trade during a threeday state visit in the same week as Merkels quick trip Neither leader appeared to have made progress convincing Trump to make the exemptions permanentUnfortunately it doesnt look like the EU will be exempted from the unfair US tariffs said Volker Treier of the DIHK industry and commerce chambers Reporting Tom Koerkemeier and Gernot Heller Writing by Joseph Nasr Editing by Helen PopperAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byBERLINHANOVER  Continental said it might carve out its business that makes car engine components potentially paving the way for a stock market listing for parts of the division but sidestepped investor demands for a greater say in the deliberationsThe auto parts and tyre maker has been in talks with banks about a possible structural overhaul to become more nimble and adjust to farreaching shifts in the auto industry towards electric and selfdriving technologiesContinental will expand the Powertrain Division which accounts for less than a fifth of its 44 billioneuro 386 billion pounds annual sales and makes components for battery and combustion engines Chief Executive Elmar Degenhart saidThat could mean we partially separate out the business as an autonomous organisation he told the companys annual general meeting AGM in Hanover on Friday We are giving this entity more entrepreneurial freedomThe car industry and its suppliers facing a regulatory crackdown on diesel emissions are adjusting their businesses and spinning off operations to become more efficientContinental has agreed a pact with labour unions to win their support for the restructuring and pledged to shield jobs at the powertrain business for five yearsBut investors are not as closely involved in the management discussions which Degenhart has said should provide clarity on the companys future structure by mid2018 Some of them used the AGM to voice their discontentWhy do you come to agreements with the workers and not with us asked Alexander von VietinghoffScheel of Germanys DSW association for private investorsIn principle we have no objections to such deliberations but we want to be includedWinfried Mathes a fund manager of Deka Investment which owns 1 percent of Continentals equity capital said shareholders welcomed any plans designed to increase the value of the company they have invested inBut given such a farreaching modification as under discussion at Continental an intensive dialogue with you is very important to us Mathes said calling on top executives to provide some detail of the possible changesAnalysts have said a possible overhaul of Continentals diversified structure could result in creating more independently run divisions for the powertrain electronics and rubber operationsBut Degenhart kept his cards close to his chestWe are in the phase of analysing options thats why there are no concrete plans as yet that can be communicated the CEO said declining to give more detailEarlier on Friday Continental said the impact of currencies caused a 9 percent drop in adjusted earnings before interest and tax EBIT in the first quarter and stuck with expectations that exchange rate effects could dent revenue by more than 1 billion euros 121 billion this year Shares in the group were trading down 13 percent at 22130 euros as of 1233 GMTThe company last week scaled back its profitability outlook for 2018 on expectations that currency headwinds and inventory valuation would inflict a 150 million euros negative hit to firsthalf earnings Reporting by Andreas Cremer and Jan Schwartz Editing by Maria Sheahan and Jane MerrimanAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported bySEATTLE  Seattles latest tax proposal to combat homelessness takes aim at large businesses such as Amazon that have helped drive the citys economic boomBut the measure has sparked intense debate  even shouting matches in otherwise reserved Seattle  over who should pay to solve the housing crisis exacerbated by that growthThe City Council is proposing a tax on employee hours to raise about 75 million a year for affordable housing and homelessness services Nearly 600 large employers making at least 20 million in gross revenues would pay about 500 a year per workerAmazon the citys largest employer would take the biggest hitSupporters insist the online retailer and others that have benefited from Seattles prosperity and contributed to growing income inequality and skyrocketing rents can and should payBusinesses and others say the socalled head tax is misguided and potentially harmful They question whether the city is effectively using the tens of millions of dollars it already spends on homelessness each yearAmazon raised the stakes last week when it halted construction planning on a 17story tower near its hometown headquarters as it awaits a tax vote It is also rethinking filling office space in another leased buildingThe company has more than 45000 workers meaning it would pay more than 20 million a year under the tax It would likely owe even more when the tax switches to a 07 percent tax on business payroll in 2021Councilwoman Kshama Sawant a socialist said affordable housing is critically important and the council should stand up to Amazon and Jeff Bezos bullying Construction workers chanted no head tax and disrupted a news conference she held last week on Amazons campusSeattle Mayor Jenny Durkan hasnt taken a position on the tax but said shell work to find common groundThe proposals four sponsors said in a joint statement last week that the tax doesnt target one company though they noted Amazons record quarterly profitsIt seems only fair that as so many struggle to make their way through a tax system thats rigged in favor of large corporations that we ask those same corporations to financially contribute to the public health and housing solutions designed to address those consequences they wroteA council committee could vote this week and the full council may take it up MondayAmazons threat to pause its expansion in Seattle comes as 20 cities vie to lure the companys second headquarters and as it expands its workforce in Boston and Vancouver British Columbia Some see it as a warning to those contendersBut Jeff Shulman an associate professor in the University of Washingtons Foster School of Business said he thinks Amazon is more focused on the long termThe city is looking at how much Amazon makes and comparing whatever tax to that number and that could be a scary thought to Amazon he said adding The 20 million could be viewed as a start and if Amazon doesnt show it will react now it can be the start of a slippery slopeProponents say people are dying on the streets and while cityfunded programs found homes for 3400 people last year the problem deepens The Seattle region had the thirdhighest number of homeless people in the US and saw 169 homeless deaths in 2017Most money raised would build 1780 affordable housing units over five years Onefifth would go toward shelter beds tiny homes hygiene garbage cleanup and other homeless servicesSince 1986 Seattle voters have agreed five separate times to tax themselves to pay for affordable housing Most recently they approved a 290 million levy in 2016Its painful and its embarrassing that we live in a city with so much financial prosperity and so many people without shelter Lloyd David executive director of the Polyclinic a multispecialty medical clinic told the council at a boisterous City Hall hearing where the council committee chairwoman admonished the chanting crowd and cleared the room at one pointBut David said his clinic has a profit margin of less than 1 percent and would have had an operating loss of almost 500000 if the tax was in effect this yearTom Campanile CEO of The Essential Baking Company said the tax would cost his business 250000 on top of the 250000 in business taxes and 40000 in property taxes it already pays He said his margins are slim and he cant pass costs on to grocery stores and other customersTheyre getting taxed and Im getting taxed How much are people willing to pay for local bread Its going to be more expensive to operate in Seattle he said in an interviewWhile criticized for being slow to contribute Amazon in recent years donated two buildings on its campus to house the homeless It also plans to build a shelter for homeless women children and families within one of its new buildingsTensions also boiled over at a recent town hall at a church Some residents clapped while others jeered and booed when Councilman Mike OBrien told the crowd We designed a tax that we believe is fairAll companies that do well and want to partner with our city should have a place here to be prosperous but that prosperity needs to be shared he addedSome residents demanded more accountability and shouted their frustration over what they see is the citys failure to address crime drug use camping on sidewalks and in parks and other problems associated with unauthorized homeless encampmentsNobody wants to see people living on the streets But come up with a viable option said Jennifer Schuyler opponent of the tax And what are you going to do with the money Show us a planWe need to do something about this homelessness crisis said Justin Bare who favors the tax We need to tax them They need to pay their fair shareAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementSupported byNEW YORK  Valeant Pharmaceuticals which fell under withering scrutiny after acquiring the rights to drugs and then drastically raising their prices is changing its nameThe Canadian company said Tuesday that it will be called Bausch Health Companies Inc starting in JulyCEO Joseph Papa said in a prepared statement that the name change is a major step forward in the companys transformationValeant Pharmaceuticals International Inc fell into the crosshairs of Washington a couple years ago after an extended acquisition spree of other companies followed by tripledigit price hikes on critical heart drugs and other medicinesIts spate of acquisitions and soaring revenue propelled its stock through the roof but it ran up a staggering 30 billion in debt  roughly three times its annual revenueFormer CEO Michael Pearson who formulated the strategy was ousted in 2016 months after company shares began to plunge from alltime highs in 2015Valeant was one of the companies targeted by lawmakers and consumer rights groups along with Mylan and Martin Shkreli a pharmaceuticalindustry entrepreneur who in 2015 raised the price of a drug used to treat AIDS malaria and cancer patients by more than 5000 percentMylan acquired rights for EpiPen the lifesaving allergy treatment stocked in schools The cost rocketed beyond 600 an increase of more than 500 percent from 2007 when Mylan bought rights to the drugUnder Papa Valeant has focused on paring debt and selling parts of its business to streamline operations The companys new identity comes from one of Valeants acquisitions the eye care products maker Bausch and LombPapa said the new name embodies a dedication to patient healthWhile the corporate name will change Valeant said its companies that have established brands will continue to use their existing namesValeant Pharmaceuticals International Inc based in Laval Quebec also raised its 2018 forecast Tuesday and reported firstquarter earnings and revenue that beat Wall Street expectations Company shares jumped 14 percent at the opening bellThe stock has fallen 13 percent since the start of the year but is up 80 percent over the past 12 monthsAdvertisementCollapseSEE MY OPTIONS,business
AdvertisementGo to Home Page ,business
AdvertisementSupported byA father of two young women who gave victim impact statements at the sentencing hearing of Lawrence G Nassar was tackled by law enforcement officials when he rushed at the former sports medicine doctor across a courtroom on FridayThe man Randall Margraves had been standing next to his daughters Lauren and Madison in Eaton County Circuit Court in Charlotte Mich as they gave statements about Dr Nassars sexual abuse When they were finished he asked Judge Janice K Cunningham if she would give him five minutes in a locked room with Dr Nassar When she said no he asked for one minuteAs she was speaking saying that he knew she could not do that Mr Margraves then rushed across the room toward Dr Nassar who was seated at a table on his left toward the front of the courtroom Law enforcement officials wrestled Mr Margraves down to the ground handcuffed him and led him outWhat if this happened to you guys he told the deputies handcuffing himIt was not clear whether Dr Nassar was injuredThe hearing resumed several minutes laterI cant imagine what it is like for a parent the judge said as the hearing resumed after Mr Margraves was led out In addition to the Eaton County hearing another of his daughters Morgan had provided a victim impact statement about Dr Nassars abuse at an Ingham County Circuit Court hearing which ended last weekJudge Cunningham said Dr Nassars sentence would consume his natural life We cannot react by using physical violence and assault against someone who is and has performed criminal acts That is not how our system worksLets get back to the business of why we are here she saidDr Nassar sat with his head down listeningAfter he was removed from the courtroom Mr Margraves was placed in detention for possible contempt of court but the judge later released him without charge Jerri Nesbitt the executive assistant of Eaton County Sheriff Thomas Reich said by telephoneCalls to several members of Mr Margravess family were not returned on FridayThe hearing is based on a guilty plea by Dr Nassar the former USA Gymnastics and Michigan State University sports medicine doctor in November to three counts of criminal sexual conduct two of them against girls between the ages of 13 and 15 and one against a girl younger than 13 according to the plea dealJudge Cunningham said before Fridays hearing started that she met with the lawyers on his team to address the remarksHe has disavowed those statements she said adding they were not relevant to the sentencing hearingWhat is relevant she added is for the court to hear each individual story and how his actions affected their livesThe plea agreement said the abuse occurred between September 2009 and September 2011 A sentencing memorandum said the abuse had taken place at Twistars Gymnastics Club near Lansing Mich whose owner and coach John Geddert rose to prominence as an Olympics coach in 2012More than 65 young women and teenagers were scheduled to give victim impact statements during the sentencing hearing which started on Wednesday and resumed on Friday after a oneday break Judge Cunningham said the number of victims who had come forward was up to 265 some of whom chose to remain anonymousAbout 30 have shared statements as of Friday morning and Dr Nassar will be sentenced after all the victims speak The plea agreement states the minimum sentencing range would be 25 to 40 years for each of the countsMany of the young women and teenagers who spoke in the two courtrooms have told stories that have similar elements including their abuse by a doctor they were referred to or instructed to see by coaches Some said that nothing was done after they finally did come forward to report multiple incidents of the abuse which stretches back decadesI was truly looking forward to trying to turn this program around and bring success to our country and the gymnastics community he said in a statement But the present climate causes me and more importantly my family far too much stress difficulty and uncertaintyMSU is also under investigation by the NCAA and the state attorney generalOn Thursday the Meridian Township Mich police chief Dave Hall apologized to a young woman Brianne RandallGay for not seeking an outside opinion when she reported sexual abuse in 2004 by Dr Nassar who then defended himself to the police by presenting a stack of medical documents during the investigationMs RandallGay was 17 at the time that she sought Dr Nassars help for her backChief Hall speaking in a news conference said that Ms RandallGay would help with training and community outreach to help youth understand how to report criminal sexual conduct to the authoritiesI was disappointed there were no charges filed Ms RandallGay said referring to the decision by the police to not pursue the investigation further after she first reported the abuse I felt like I was ignoredHe has also been sentenced to between 40 to 175 years in the Ingham County case and sentences of 60 years for a conviction related to child pornographyAdvertisementCollapseSEE MY OPTIONS,sports
AdvertisementSupported byIn a first for a major American professional sports league the NBA on Wednesday formally asked for new laws that would legalize sports gambling nationwideOur conclusion is that the time has come for a different approach Dan Spillane associate counsel for the league said in prepared remarks to a New York Senate committee on gamblingSpillane urged the state to pass a comprehensive sports betting bill that would serve as a model for a 50state solution Currently sports betting is legal in only four states  most prominently in Nevada  because of the Professional and Amateur Sports Protection Act or Paspa passed in 1992 with the NBAs supportWith New York and other states considering legislation to legalize sports betting in the event that Paspa is overturned the NBA cannot sit on the sidelines Spillane said He said all such legislation should do the following at minimum monitor betting to prevent improper conduct and unusual betting activity impose a 1 percent fee on the total amount of bets to be paid to sports leagues allow leagues to restrict certain types of wagering on their events contain consumer protection requirements and authorize betting on digital platforms not solely landbased casinosCorrection January 25 2018An earlier version of this article incorrectly described the NBAs position in New Jerseys lawsuit challenging the constitutionality of Paspa The NBA is a plaintiff not a defendantAdvertisementCollapseSEE MY OPTIONS,sports
AdvertisementSupported bySports of The TimesPYEONGCHANG South Korea  Behold the riddle of how many Russian athletes will compete at the Winter OlympicsOn Wednesday the Court of Arbitration for Sport said it was hurrying to consider the appeals of 47 Russian athletes and coaches who still believed they should be allowed to participate  including two gold medal winners from the 2014 Sochi GamesSo how many Olympic Athletes from Russia as the contingent is to be called will march in the opening ceremony on FridayThe answer Too manyThe Court of Arbitration for Sport now says it might finish deciding the lastditch Russian appeals late Thursday night or early Friday morningI think that the timing of all this is ridiculous said Lowell Bailey an American biathlete and a reigning world champion who added that the IOC should acknowledge that it is partly responsible for this unnecessary chaosI think it did fail clean athletes Bailey saidThe IOC had the better part of two years to figure out this puzzle and to decide which Russians  if any  should compete in Pyeongchang If clean sport were really a priority for the IOC as it so often claims the organization could have prioritized investigating the accusations that the Russians tampered with the drug testing in Sochi It could have barred athletes and coaches early and then slogged through the appealsBut it didnt Instead the IOC took its time And now theres no time leftThe chance was there to deliver a stern warning to any country that might consider systematic doping Drug your athletes or mess with the testing and your flag will disappear from the OlympicsYes a blanket ban might have hurt some clean Russian athletes but it would also have been a motivation for future whistleblowers to come forward If clean athletes thought they might be barred from the Games for their compatriots transgressions they would be more willing to speak outInstead the Pyeongchang Olympics are left with this halfmeasures like missing flags and unplayed anthems and the fullthroated boldness of Russia pushing the IOC to make concessionsAt a news conference on Wednesday the IOC president Thomas Bach did not directly answer questions about the Russians recent appeals or what would happen if they were successful But he did drop hints of the policy that Olympic officials have held for years The Olympics are their party and they will invite the people they want In this case competitors from an unwelcome country make up a special category of guestsWe think we have good arguments and now that procedure is ongoing Bach said of the appealsHe gave excuses for how long it had taken to figure out the Russian question He said the IOC needed every second it took to examine the cases properly He said that was why dozens of these decisions had come down to the last momentNearly 10 Russian biathletes are among the athletes who have filed appeals That means there is quite a bit at stake for Bailey who is one of the United States Olympic teams most outspoken critics of dopingBailey said he would be disappointed if the Russians won their appeals But he also said the IOC had pledged on a conference call with the panel that decided which Russians to invite to these Games that there would be no retroactive invitations Now he can only hope that was trueIf that changes he said thats them going back on their word to meThis is the problem with IOC math these days When the committee said zero retroactive invitations did it actually mean zero  or did it mean six or 36 or even more Using the IOC calculator its hard to tellBut the Russians here  or shall we say the people from Russia here  are feeling confidentAt an Olympics where there werent supposed to be any Russians there is now a giant poster on the wall inside the main office for the team known as the Olympic Athletes from Russia or OARIn one corner of the poster is the Pyeongchang Olympics logo In the other corner an OAR logoIn the center theres a large empty space That is where the team expects to keep a tally of its medal haulThat number depressingly almost certainly will not be zeroAdvertisementCollapseSEE MY OPTIONS,sports
