text,category
ady dominate the ridesharing market This is where the tokens come in Early adopters of Transit would be rewarded with Transit tokens which could themselves be used to purchase Transit services or be traded on exchanges for traditional currency As in the Bitcoin model tokens would be doled out less generously as Transit grew more popular In the early days a developer who built an iPhone app that uses Transit might see a windfall of tokens Uber drivers who started using Transit as a second option for finding passengers could collect tokens as a reward for embracing the system adventurous consumers would be rewarded with tokens for using Transit in its early days when there are fewer drivers available compared with the existing proprietary networks like Uber or LyftAs Transit began to take off it would attract speculators who would put a monetary price on the token and drive even more interest in the protocol by inflating its value which in turn would attract more developers drivers and customers If the whole system ends up working as its advocates believe the result is a more competitive but at the same time more equitable marketplace Instead of all the economic value being captured by the shareholders of one or two large corporations that dominate the market the economic value is distributed across a much wider group the early developers of Transit the app creators who make the protocol work in a consumerfriendly form the earlyadopter drivers and passengers the first wave of speculators Token economies introduce a strange new set of elements that do not fit the traditional models instead of creating value by owning something as in the shareholder equity model people create value by improving the underlying protocol either by helping to maintain the ledger as in Bitcoin mining or by writing apps atop it or simply by using the service The lines between founders investors and customers are far blurrier than in traditional corporate models all the incentives are explicitly designed to steer away from winnertakeall outcomes And yet at the same time the whole system depends on an initial speculative phase in which outsiders are betting on the token to rise in valueAdvertisementYou think about the 90s internet bubble and all the great infrastructure we got out of that Dixon says Youre basically taking that effect and shrinking it down to the size of an applicationPlanted in industrial Bushwick a stones throw from the pizza mecca Robertas headquarters seemed an unlikely word The front door was festooned with graffiti and stickers inside the stairwells of the space appeared to have been last renovated during the Coolidge administration Just about three years old the ConsenSys network now includes more than 550 employees in 28 countries and the operation has never raised a dime of venture capital As an organization ConsenSys does not quite fit any of the usual categories It is technically a corporation but it has elements that also resemble nonprofits and workers collectives The shared goal of ConsenSys members is strengthening and expanding the Ethereum blockchain They support developers creating new apps and tools for the platform one of which is MetaMask the software that generated my Ethereum address But they also offer consultingstyle services for companies nonprofits or governments looking for ways to integrate Ethereums smart contracts into their own systemsThe true test of the blockchain will revolve  like so many of the online crises of the past few years  around the problem of identity Today your digital identity is scattered across dozens or even hundreds of different sites Amazon has your creditcard information and your purchase history Facebook knows your friends and family Equifax maintains your credit history When you use any of those services you are effectively asking for permission to borrow some of that information about yourself in order perform a task ordering a Christmas present for your uncle checking Instagram to see pictures from the office party last night But all these different fragments of your identity dont belong to you they belong to Facebook and Amazon and Google who are free to sell bits of that information about you to advertisers without consulting you You of course are free to delete those accounts if you choose and if you stop checking Facebook Zuckerberg and the Facebook shareholders will stop making money by renting out your attention to their true customers But your Facebook or Google identity isnt portable If you want to join another promising social network that is maybe a little less infected with Russian bots you cant extract your social network from Twitter and deposit it in the new service You have to build the network again from scratch and persuade all your friends to do the sameThe blockchain evangelists think this entire approach is backward You should own your digital identity  which could include everything from your date of birth to your friend networks to your purchasing history  and you should be free to lend parts of that identity out to services as you see fit Given that identity was not baked into the original internet protocols and given the difficulty of managing a distributed database in the days before Bitcoin this form of selfsovereign identity  as the parlance has it  was a practical impossibility Now it is an attainable goal A number of blockchainbased services are trying to tackle this problem including a new identity system called uPort that has been spun out of ConsenSys and another one called Blockstack that is currently based on the Bitcoin platform Tim BernersLee is leading the development of a comparable system called Solid that would also give users control over their own data These rival protocols all have slightly different frameworks but they all share a general vision of how identity should work on a truly decentralized internetGutterman suggests that the same kind of system could be applied to even more critical forms of identity like health care data Instead of storing say your genome on servers belonging to a private corporation the information would instead be stored inside a personal data archive There may be many corporate entities that I dont want seeing that data but maybe Id like to donate that data to a medical study she says I could use my blockchainbased selfsovereign ID to allow one group to use it and not another Or I could sell it over here and give it away over thereThe token architecture would give a blockchainbased identity standard an additional edge over closed standards like Facebooks As many critics have observed ordinary users on socialmedia platforms create almost all the content without compensation while the companies capture all the economic value from that content through advertising sales A tokenbased social network would at least give early adopters a piece of the action rewarding them for their labors in making the new platform appealing If someone can really figure out a version of Facebook that lets users own a piece of the network and get paid Dixon says that could be pretty compellingAdvertisementWould that information be more secure in a distributed blockchain than behind the elaborate firewalls of giant corporations like Google or Facebook In this one respect the Bitcoin story is actually instructive It may never be stable enough to function as a currency but it does offer convincing proof of just how secure a distributed ledger can be Look at the market cap of Bitcoin or Ethereum 80 billion 25 billion whatever Dixon says That means if you successfully attack that system you could walk away with more than a billion dollars You know what a bug bounty is Someone says If you hack my system Ill give you a million dollars So Bitcoin is now a nineyearold multibilliondollar bug bounty and no ones hacked it It feels like pretty good proofAdditional security would come from the decentralized nature of these new identity protocols In the identity system proposed by Blockstack the actual information about your identity  your social connections your purchasing history  could be stored anywhere online The blockchain would simply provide cryptographically secure keys to unlock that information and share it with other trusted providers A system with a centralized repository with data for hundreds of millions of users  what security experts call honey pots  is far more appealing to hackers Which would you rather do steal a hundred million credit histories by hacking into a hundred million separate personal computers and sning around until you found the right data on each machine Or just hack into one honey pot at Equifax and walk away with the same amount of data in a matter of hours As Gutterman puts it Its the difference between robbing a house versus robbing the entire villageMuch has been made of the anarcholibertarian streak in Bitcoin and other nonfiat currencies the community is rife with words and phrases selfsovereign that sound as if they could be slogans for some militia compound in Montana And yet in its potential to break up large concentrations of power and explore lessproprietary models of ownership the blockchain idea offers a tantalizing possibility for those who would like to distribute wealth more equitably and break up the cartels of the digital ageThe blockchain worldview can also sound libertarian in the sense that it proposes nonstate solutions to capitalist excesses like information monopolies But to believe in the blockchain is not necessarily to oppose regulation if that regulation is designed with complementary aims Brad Burnham for instance suggests that regulators should insist that everyone have a right to a private data store where all the various facets of their online identity would be maintained But governments wouldnt be required to design those identity protocols They would be developed on the blockchain open source Ideologically speaking that private data store would be a true team effort built as an intellectual commons funded by token speculators supported by the regulatory stateLike the original internet itself the blockchain is an idea with radical  almost communitarian  possibilities that at the same time has attracted some of the most frivolous and regressive appetites of capitalism We spent our first years online in a world defined by open protocols and intellectual commons we spent the second phase in a world increasingly dominated by closed architectures and proprietary databases We have learned enough from this history to support the hypothesis that open works better than closed at least where baselayer issues are concerned But we dont have an easy route back to the openprotocol era Some messianic nextgeneration internet protocol is not likely to emerge out of Department of Defense research the way the firstgeneration internet did nearly 50 years agoGo to Home Page ,blockchain
AdvertisementSupported bySAN JUAN PR  They call what they are building Puertopia But then someone told them apparently in all seriousness that it translates to eternal boy playground in Latin So they are changing the name They will call it SolAnd these men  because they are almost exclusively men  have a plan for what to do with the wealth They want to build a crypto utopia a new city where the money is virtual and the contracts are all public to show the rest of the world what a crypto future could look like Blockchain a digital ledger that forms the basis of virtual currencies has the potential to reinvent society  and the Puertopians want to prove itSo this crypto community flocked here to create its paradise Now the investors are spending their days hunting for property where they could have their own airports and docks They are taking over hotels and a museum in the capitals historic section called Old San Juan They say they are close to getting the local government to allow them to have the first cryptocurrency bankThe territorys goto blockchain tax lawyer is Giovanni Mendez 30 He expected the tax expatriates to disappear after Hurricane Maria but the population has instead boomedIts increased monumentally said Mr Mendez who has about two dozen crypto clients And they all came togetherThe movement is alarming an earlier generation of Puerto Rico tax expats like the hedge fund manager Robb Rill who runs a social group for those taking advantage of the tax incentivesThey call me up saying theyre going to buy 250000 acres so they can incorporate their own city literally start a city in Puerto Rico to have their own crypto world said Mr Rill who moved to the island in 2013 I cant engage in thatThe newcomers are still debating the exact shape that Puertopia should take Some think they need to make a city others think its enough to move into Old San Juan Puertopians said however that they hoped to move very fastYouve never seen an industry catalyze a place like youre going to see here Mr Minor saidUntil the Puertopians find land they have descended on the Monastery a 20000squarefoot hotel they rented as their base and that was largely unscathed by the hurricaneMatt Clemenson and Stephen Morris were drinking beer on the Monasterys roof one recent evening Mr Clemenson had an easygoing affect and wore twotone aviators Mr Morris a loquacious British man was in cargo shorts and laceup steeltoed combat boots with a smartphone on a necklace They wanted to make two things clear They chose Puerto Rico because of the hurricane and they come in peaceIts only when everythings been swept away that you can make a case for rebuilding from the ground up Mr Morris 53 saidWere benevolent capitalists building a benevolent economy said Mr Clemenson 34 a cofounder of Lotterycom which is using the blockchain in lotteries Puerto Rico has been this hidden gem this enchanted island thats been consistently overlooked and mistreated Maybe 500 years later we can make it rightCompassion respect financial transparency Mr Pierce said when asked what was guiding them hereMr Pierce the director of the Bitcoin Foundation is a major figure in the crypto boom He cofounded a blockchainforbusiness startup BlockOne which has sold around 200 million of a custom virtual currency EOS in a socalled initial coin offering The value of all the outstanding EOS tokens is around 65 billionDownstairs in the Monastery penthouse a dozen or so other expats were hanging out The water was out that night so the toilets and faucets were dry Mr Minor lounged on an alcove chaiseThe US doesnt want us Its trying to choke off this economy Mr Minor said referring to the difficulties that crypto investors have with American banks There needs to be a place where people are free to inventMr Pierce paced the room with his hands in fists A few times a day he played a video for the group on his phone and a portable speaker Charlie Chaplins 1940 The Great Dictator in which Chaplin parodies Hitler rallying his forces He finds inspiration in lines like More than machinery we need humanityIm worried people are going to misinterpret our actions Mr Pierce said That were just coming to Puerto Rico to dodge taxesHe said he was aiming to create a charitable token called ONE with 1 billion of his own money If you take the MY out of money youre left with ONE Mr Pierce saidHes tuned in to a higher calling said Kai Nygard scion of the Canadian clothing company Nygard and a crypto investor Hes beyond moneyThe force of Mr Pierces personality and his spiritual presence are important to the group whose members are otherwise largely agnostic Mr Pierce regularly performs rituals Earlier that day while scoping out property they had stopped at a historic Ceiba tree known as the Tree of LifeBrock nestled into the bosom of it and was there for 10 minutes Mr Nygard saidMr Pierce walked around the tree and said prayers for Puertopia holding a rusted wrench he had picked up in the territory He kissed an old mans feet He blessed a crystal in the water as they all watched He played the Chaplin speech to everyone and to the tree Mr Nygard saidThat wrench is now in the penthouse heavy and greasyMr Pierce had fallen asleep by then his hat tilted down and arms crossed He gets two hours of sleep many nights often on a firm grounding mat to stay in contact with the earths electric energy Josh Boles a tall athletic man who is another crypto expat picked him up and the group headed back to the MonasteryThey walked past a big pink building in an old town square the start of their vision for Puertopias downtown Once a childrens museum they plan on making it a crypto clubhouse and outreach center that will have the mission to bring together Puerto Ricans with PuertopiansWorkdays are casual in Puertopia One morning Bryan Larkin 39 and Reeve Collins 42 were working at another old hotel the Condado Vanderbilt where they had their laptops on a pool bar with frozen pia coladas on tapWere going to make this crypto land Mr Larkin saidMr Larkin has mined about 2 billion in Bitcoin and is the chief technology officer of Blockchain Industries a publicly traded company based in Puerto RicoSo no No I dont want to pay taxes Mr Collins said This is the first time in human history anyone other than kings or governments or gods can create their own moneyHe had moved from Santa Monica Calif with just a few bags and was now starting a local cryptocurrency incubator called Vatom FactoryWhen Brock said Were moving to Puerto Rico for the taxes and to create this new town I said Im in Mr Collins said Sight unseenThey soon went back to work checking out Coinmarketcapcom a site that shows the price of cryptocurrenciesOur market caps gone up 100 million in a week Mr Collins saidCongrats man Mr Larkin saidAll across San Juan many locals are trying to figure out what to do with the crypto arrivalsSome are open to the new wave as a welcome infusion of investment and ideasWere open for crypto business said Erika MedinaVecchini the chief business development officer for the Department of Economic Development and Commerce in an interview at her office She said her office was starting an ad campaign aimed at the new crypto expat boom with the tagline Paradise PerformsOthers worry about the islands being used for an experiment and talk about crypto colonialism At a house party in San Juan Richard Lopez 32 who runs a pizza restaurant Estella in the town of Arecibo said I think its great Lure them in with taxes and theyll spend moneyAndria Satz 33 who grew up in Old San Juan and works for the Conservation Trust of Puerto Rico disagreedWere the tax playground for the rich she said Were the test case for anyone who wants to experiment Outsiders get tax exemptions and locals cant get permitsMr Lopez said the territory needed something to jumpstart the economy We have to find a new way he saidSure then Bitcoin why not Ms Satz said throwing up her handsAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported bySAN FRANCISCO  Facebook overhauled its structure on Tuesday into three new divisions and shuffled the leadership of its key products in one of its biggest reorganizationsThe moves happened at the direction of Facebooks chief executive Mark Zuckerberg said a person with knowledge of the changes who asked not to be identified because he was not authorized to discuss them The reorganization was intended to streamline the company and clarify who oversees what after a long period of growth and numerous acquisitions according to another person involvedFacebook now plans to organize its product and engineering teams under three new categories grouping its biggest moneymaking services together and separating them from its moonshot technologiesOne new group will focus on Facebooks key products including the social network itself Instagram Messenger and WhatsApp all of which generate the most revenue for the company The second will concentrate on emerging technologies such as virtual reality and artificial intelligence The third will be centered on ads personnel security and growthFacebooks key products group will be run by Chris Cox its chief product officer The emerging technologies division will be led by Mike Schroepfer the chief technology officer And Javier Olivan a vice president of growth will lead the final groupOther executives are changing jobs as part of the shifts WhatsApp for instance will now be led by Chris Daniels a Facebook executive who was previously tasked with bringing new people online through a free or affordable version of Facebook called InternetorgThe roles of the companys top two leaders  Mr Zuckerberg and Sheryl Sandberg Facebooks chief operating officer  remain unchanged Ms Sandbergs business teams are unaffected by the restructuringAri Ratner a former Obama administration official who now runs Inside Revolution a strategic communications firm said the restructuring would likely have little impact on the root issues that Facebook has been grappling withThis will have minimal impact on the issues themselves said Mr Ratner If you want to send the message things will be different Im not sure if that accomplishes muchUnder Facebooks new emerging technologies group Mr Zuckerberg has also created a new team focused on blockchain a digital ledger that underpins virtual currencies like Bitcoin The group will be led by David Marcus who had been overseeing Facebook Messenger with the mandate of examining how Facebook can incorporate blockchainAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byReuters  Singapore Exchange SGX has invested an undisclosed amount in Londonbased technology business Cobalt the companies said on Friday Cobalt which uses technology similar to blockchain will be used by SGX to streamline foreign exchange transactions the joint statement saidWe look forward to seeing Cobalt continue to gain traction in the global posttrade FX market said Michael Syn head of derivatives at SGXSGX last month posted its highest profit in a decade thanks to strong performance in derivatives and securities for the quarter to March 31SGX a global listing hub for real estate investment trusts and business trusts is also launching dualclass shares this year Reporting by Chandini Monnappa in Bengaluru Editing by David GoodmanAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byNEW YORK  Andra Capital a US technology fund has raised 500 million in funding for a new digital currency that investors can use to back a group of latestage venture capital VC firms the firms managing partner Haydar Haba told ReutersThe new token is called Silicon Valley Coin SVC built on the Ethereum blockchain representing investments in US technology companies that are each worth at least 500 million Were changing the dynamic in venture capital by providing more investors access to highgrowth Silicon Valley assets Haba said in an interview late last weekHaba declined to disclose the names of the investors Andra will hold a public offering of the tokens in the summer In the United States only accredited investors or those with a net worth of 1 million will be able to participate Haba said NonUS individual investors can purchase the token depending on regulations in their countriesBlockchain which first emerged as the system powering cryptocurrency bitcoin is a shared database that is maintained by a network of computers connected to the internetAndras new coin is one of many ventures that have sought funding through public offerings creating tokens on a blockchain and selling them to investorsAbout 80 percent of Andras portfolio is in latestage firms that have raised at least two rounds of funding from established venture capital companies according to a company document that explains the offering The remaining 20 percent will be in earlystage venturesMany latestage private investments which currently total about 500 billion are limited to affluent limited partners and a few institutional investors Haba saidAndra has created 1 billion coins priced at 1 per token to raise 1 billion overall Haba saidAndra says it hopes investors can post significant capital appreciation over 30 to 60 months  the estimated investment time frame to maximize returns for latestage companies Most VCs have an average fund life of eight to 12 years When a fund attracts investors Andra said there is no system to determine the period in which the capital will be available Andras coin on the other hand can be immediately sold following the initial issuanceAndra Capital said over a 10year period it is targeting an internal rate of return IRR of 30 percentThe top 5 percent of VCs have a 40 percent IRR over eight to 12 years but they are very exclusive and limited to the wellconnected and wealthy Meanwhile the average IRR for the median and top quartile VCs over the past ten years are 12 percent and 20 percent respectively according to the Andra document Reporting by Gertrude ChavezDreyfuss Editing by Jeffrey BenkoeAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byMOSCOW  Russias No2 mobile phone operator Megafon said on Tuesday it would set up a joint venture with Gazprombank and state defense conglomerate Rostec to develop digital projectsThe deal will see Megafon contribute a part of its stake in internet company MailRu Group representing an economic interest of 523 percent It will then sell 55 pct of this new company raising 2475 millionMegafon Executive Director Gevork Vermishyan told Reuters the company planned to use the proceeds to reduce debt and fund investments and would not pay any special dividends to shareholdersMegafon currently owns 100 percent of the newlycreated entity MFT It will retain a 45 percent stake after selling 35 percent to Gazprombank 11 percent to Rostec and 9 percent to Megafons biggest shareholder USMJointly with its partners Megafon plans to implement a number of digital projects including creating software products to digitalize the operations of major companies and enterprises and developing blockchainbased solutions it saidGazprombank bought a 19 percent stake in Megafon for around 1 billion from Nordic telecom operator Telia last OctoberMegafon which bought a 125 percent economic stake in Mailru from USM in February 2017 said it would retain a 10 percent interest in the internet group Reporting by Anastasia Teterevleva writing by Maria Kiselyova editing by Louise HeavensAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byTAIPEI  Taiwan Semiconductor Manufacturing Co the worlds largest contract chipmaker is planning a T400 billion 1350 billion investment to expand its research and development capacity for future technologies a company spokeswoman said on Friday The initial planned investment is a ballpark figure and is for several years down the line Elizabeth Sun told Reuters in a phone callThe proposed investment is subject to the governments ability to procure and integrate more land into the Hsinchu science park in Taiwan which is currently full as well as to environmental assessments Sun added Hsinchu serves as the companys headquarters a major production facility and its research and development center which focuses on future chip technology This piece of land if were able to acquire it it would be for all the future RD activities Sun said Right now were already doing 5 nanonmeter RD In the future itll be 3 nm and beyond Earlier this month TSMC revised its fullyear revenue target to the low end of its earlier forecast due to softer demand for smartphones and uncertainty in cryptocurrency mining market At the same time it said it expects highperformance computing chips to make up a greater share of the companys growth over the next five years The chips are used in such quickgrowing fields as artificial intelligence cryptocurrency mining and blockchain 1  296380 Taiwan dollars Reporting by Jess Macy Yu Editing by Kim CoghillAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byThe ShiftAn eon or two ago Eastman Kodak was a bleedingedge technology company It hired the smartest engineers and put them to work racking up patents pioneering new chemical processes and building a globespanning camera and film business that at its peak employed 145000 peopleNow the 130yearold company is trying an unlikely sort of comeback  one built by betting on cryptocurrency Its a bold gamble that has excited some investors perplexed others and raised questions about how closely Kodak vetted its cryptocurrency business partners who now include a paparazzi photo agency a pennystock promoter and a company offering what has been called a magic money making machineKodaks stock rose more than 200 percent following the announcements and has not fallen much sinceKodak is the most prominent oldline company to enter the cryptocurrency game so far and maybe the most controversial Almost immediately critics pounced on the companys plans characterizing them as a desperate money grabIt feels like a publicly traded company issuing a token to raise its stock price from the grave said Kyle Samani a partner at the cryptocurrency trading firm Multicoin CapitalI would not be sleeping very well if I was involved in this said Jill Carlson a blockchain consultantIn an interview Jeff Clarke Kodaks chief executive said that the companys blockchain ambitions were genuine He began looking into blockchain technology last summer he said and realized that it could solve a perennial problem for photographers  proving ownership of their images tracking down copyright violators and getting paidThis is not a dog food company thats creating a currency Mr Clarke said This is a real solution around digital rights management that Kodak has been involved in for many yearsIn theory photographers will be able to upload their images to a platform called KodakOne create a blockchainbased license for each image and use webcrawling software to scour the internet looking for copyright violations Instead of using dollars photographers can have clients pay them in KodakCoinsKodakCoins initial offering scheduled for Wednesday is expected to raise as much as 20 million On Tuesday night KodakCoins website said that it would delay the offering by several weeks to verify the credentials of potential investors But there are few details about what that money will be used for or why a similar system could not be built without the blockchain There is also a more obvious question Why would photographers want to be paid in digital tokens rather than cashIn several calls with KodakCoin leaders I couldnt get straight answers to these questions And KodakCoins white paper a technical document that details the plans for the currency is a 40page mishmash of marketing buzzwords and vague diagrams like the one belowMake no mistake Digital rights management is a real issue for photographers and the blockchain does in theory offer a compelling solution But the specific attributes of KodakCoin present some red flagsFirst despite the name KodakCoin is not actually a Kodak project The company behind the offering WENN Digital is a Californiabased affiliate of a British photo agency that specializes in paparazzi photo licensing Under their licensing agreement Kodak will not receive any direct revenue from the public offering It will receive a minority stake in WENN Digital 3 percent of all KodakCoins issued and a royalty on future revenueCameron Chell a lead adviser to the KodakCoin project told me that the initial offering represented a seminal moment for Kodak and that the companys interest in blockchain technology was a savvy longterm investmentThe real story is that its about to be a renaissance he saidAsked about these incidents Mr Chell said that he was young inexperienced and was irresponsible in my actions and that he had learned a lot since 1998 and work hard to conduct myself in a manner that does not reflect that poor judgment A Kodak spokesman did not return a request for comment about Mr Chell and whether it knew about the banMr Chell has refashioned himself as a blockchain expert in recent years and KodakCoin is his biggest project so far He is the chairman of Appcoin Innovations which was registered as a literary agency  Redstone Literary Agents  until last year when it became a consulting firm that provides a turnkey set of services for companies to develop and integrate blockchain and cryptocurrency technologies according to securities filingsThe company which trades over the counter as a penny stock earned no revenue in 2015 or 2016 according to SEC filings Appcoin Innovations is slated to receive 20 percent of all KodakCoins issued and a portion of the offering proceeds a stake that could amount to millions if the offering is successfulOnce formally launched Mr Chell wrote to me in an email the company will hopefully provide shareholders a traditional and transparent place to participate in the crypto space with projects that are regulatory compliantNow about those coins You might think that a digital currency that is trying to democratize photography and make licensing fair to artists in Mr Clarkes words would be easily accessible But because of regulatory requirements KodakCoins will be available only to socalled accredited investors in the United States An accredited investor is defined as a person with a net worth of 1 million or more or an annual income above 200000How many cryptocurrencyobsessed millionaire photographers do you knowKodakCoins white paper says that token holders may receive other benefits such as a share of KodakOnes revenue and access to a marketplace that will allow them to spend their KodakCoins on camera equipment studios for photo shoots and travel expenses But these benefits could fail to materializeAll of this  the origins of KodakCoin the currency itself and the lofty claims about the KashMiners moneymaking potential  adds up to a big question mark and points to the possibility that Kodak may be in over its headThe bestcase scenario is that they believe that the technology will eventually be able to deliver what theyve pitched said Ms Carlson the blockchain consultant The worstcase scenario is that they are just being very opportunisticMr Clarke Kodaks chief executive characterized the blockchain projects as a small part of the companys overall strategy and said it was ironic that critics were faulting Kodak for embracing a young technology like cryptocurrency given that its past problems were caused by a failure to innovateThis isnt speculative Mr Clarke said Were taking an emerging new technology in blockchain and were using it to solve a real problemEmail Kevin Roose at kevinroosenytimescom or follow him on Facebook at facebookcomkevinroose and on Twitter kevinrooseAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byBERKELEY Calif  While the price of Bitcoin has dropped since Christmas the virtual currency boom has shown no signs of cooling off in the more august precincts of Americas elite universitiesSeveral top schools have added or are rushing to add classes about Bitcoin and the recordkeeping technology that it introduced known as the blockchainGraduatelevel classes this semester at Carnegie Mellon Cornell Duke the Massachusetts Institute of Technology and the University of Maryland among other places illustrate the fascination with the technology across several academic fields and the assumption that it will outlast the current speculative price bubbleThere was some gentle ribbing from my colleagues when I began giving talks on Bitcoin said David Yermack a business and law professor at New York University who offered one of the first forcredit courses on the topic back in 2014 But within a few months I was being invited to Basel to talk with central bankers and the joking from my colleagues stopped after thatFor a class this semester Mr Yermack originally booked a lecture hall that could fit 180 students but he had to move the course to the largest lecture hall at NYU when enrollment kept going up He now has 225 people signed up for the classA course about virtual currencies created by a Princeton computer science professor Arvind Narayanan has been the fifthmostpopular class on Coursera an online learning siteAnd last month at the University of California Berkeley students were lining the walls and sitting in the aisles for the first lecture of Blockchain Cryptoeconomics and the Future of Technology Business and LawThis is a very precious opportunity for you to be able to sit in this class Dawn Song a computer science professor told the students There are a bazillion other students who are waiting for your spotBecause developments in the field are moving so fast the business school professor also teaching the class Greg La Blanc said the students would have to forgive the teachers if they got things wrong on occasionWe arent waiting until we perfect it he said Dont compare it to the perfect blockchain course Compare it to having no blockchain course at allThe 75 spots in the Berkeley class were divided evenly among the law school the business school and the engineering department and faculty from the three departments are teaching the course together Ms Song said she had around 100 students vying for the 25 places set aside for her departmentThe interest is a fueled by the rising price of virtual currencies over the last year But they have created a host of issues that are worthy of study even apart from the price professors in a variety of fields saidFor lawyers virtual currency projects have challenged traditional legal categories and definitions of what constitutes a security or a commodityRegulators have been caught flatfooted as entrepreneurs have raised billions of dollars by selling virtual currencies without going through the traditional fundraising channels taking advantage of the legal fuzziness surrounding themFor economists and business school professors Bitcoin and other digital tokens have raised questions about the nature of money The first lecture in the Berkeley class for example considered the development of Bitcoin against the history of moneySeveral business school classes are also focusing on the decentralized methods of record keeping and decision making introduced by BitcoinBitcoin is given credit for creating the first blockchain a ledger of transactions that is updated by a network of computers without relying on any central company or governmentMany big companies are now looking at how blockchains independent of Bitcoin might be used to do things like track music royalties or cargo containers with input from the many parties involvedThe students in my class are from every possible discipline said Campbell Harvey a professor at Dukes business school who is teaching a class with 231 students this semester They understand that this is going to disrupt many different areas of business and they want to be the disrupters not the disrupteesThe computer scientists meanwhile are digging into the cryptography that virtual currencies use to secure their wallets and transaction data as well as the design of the distributed computer networks that make blockchains possibleLets assume that tomorrow the price of Bitcoin drops down to 2 said Nicolas Christin a computer science professor at Carnegie Mellon who is teaching a course on Cryptocurrencies Blockchains and Applications this semester I still think its very cool from a technical standpointProfessors and students alike said that aside from the academic possibilities familiarity with blockchain technology was becoming much more useful on the job marketVinny Tuminelli a business school student sitting at the back of the Berkeley class said that during an internship at AnheuserBusch last summer the blockchain had come up in an innovation team he was on When he met with his supervisor more recently the topic came up againMy original understanding was that it was just thrown out there as a buzzword Mr Tuminelli said But now it seems like it has some legs behind it and people are putting real resources toward itStudents appear to have caught on to the opportunity faster than their professors Berkeley students have created a campus club that offers multiple courses on blockchain technology taught by the students themselvesThe director of MITs Digital Currency Initiative Neha Narula said that when it didnt schedule a course for this semester she got constant requests from students So she put one together and is now coteaching itStudents are just fascinated with this area she said They want to learn about it desperatelyAdvertisementCollapseSEE MY OPTIONS,blockchain
AdvertisementSupported byNow Paddle8 is trying a new tack merging with The Native a Swiss technology and ecommerce company and adopting the use of blockchain the technology that underpins virtual currencies like BitcoinPaddle8 announced on Tuesday that it had taken an investment from The Native creating what the two say is a partnership meant to adapt online art sales  and potentially more  to an age of wealthy millennials well versed in virtual currenciesA revamped Paddle8 will open this spring with services meant to go beyond art auctions into other luxury offerings And the company will hold its first art and luxury auction accepting Bitcoin  already titled Bidcoin  on Aug 18This is a way for us to show we can better align with a new generation of collectors Alexander Gilkes a founder of Paddle8 said in a telephone interviewLast year was a horrible start to the year Mr Gilkes said Of the merger with Auctionata he added There were very many salient reasons for doing it but we didnt see how the events would unfoldSergey Skaterschikov The Natives chairman said he saw the benefits of applying blockchain technology essentially an online ledger of transactions to the art worldA lot of the art trade is built on asymmetric information he said It was scaring a lot of potential buyers from the collectible marketThe Native will buy a 15 percent stake in Paddle8 for 85 million Swiss francs or 88 million The Native will also have an option to buy an additional 36 percent of Paddle8 for 245 million Swiss francs giving it a majority stakeThe nature of the transaction actually solved for our reservations Osman Khan another Paddle8 founder said It really is a somewhat more cautious approach after what wed gone throughCameron and Tyler Winklevoss the investors who have long been proponents of Bitcoin and virtual currencies have advised Paddle8 since 2015 and had pushed the company to adopt blockchain technologyWeve long considered cryptocurrency as key to increasing transparency in markets around the world including the art market Cameron Winklevoss said in a statementAdvertisementCollapseSEE MY OPTIONS,blockchain
